token,pos
महाराष्ट्रातील,NOUN
लोकांच्या,PP
जगण्या,NOUN
मरण्याचे,NOUN
प्रश्न,NOUN
चर्चेतून,NOUN
बाजूला,PP
सारण्यासाठी,PP
सामाजिक,NOUN
सलोख्याचा,NOUN
बळी,NOUN
दिलाय,NOUN
जातोय,NOUN
का,PART
अशा,NOUN
काही,NOUN
महत्त्वाच्या,PP
प्रश्नांचा,NOUN
घेतलेला,PP
हा,PART
धांडोळा,NOUN
अशी,NOUN
विधानं,NOUN
प्रसिद्धीसाठी,PP
राज्यात,NOUN
अलीकडे,PP
ठिकठिकाणी,NOUN
सातत्याने,PP
हिंदू,NOUN
जनआक्रोश,NOUN
मोर्चे,NOUN
काढले,VERB
जात,NOUN
आहेत,NOUN
लव्ह,NOUN
जिहाद,NOUN
लँड,NOUN
जिहाद,NOUN
मुस्लिमांकडून,NOUN
खरेदी,NOUN
न,PART
करणे,NOUN
अशा,NOUN
वेगवेगळ्या,NOUN
मुद्द्यांवरून,NOUN
सातत्याने,PP
मुस्लीमद्वेषी,NOUN
विधानं,NOUN
करण्याचा,NOUN
सिलसिला,PP
सध्या,NOUN
सुरू,NOUN
आहे,NOUN
हिंदू,NOUN
महिला,PP
आणि,NOUN
मुलींनी,NOUN
जिममध्ये,PP
जाऊ,NOUN
नये,NOUN
तिथे,NOUN
ट्रेनर,NOUN
मुस्लीम,NOUN
आहेत,NOUN
का,PART
पाहा,NOUN
कारण,NOUN
ते,PART
हिंदू,NOUN
मुलींवर,PP
अन्याय,NOUN
करतात,VERB
असं,NOUN
एक,PART
वादग्रस्त,NOUN
विधान,NOUN
गोपिचंद,NOUN
पडळकरांनी,NOUN
नुकतंच,NOUN
केलेलं,NOUN
आहे,NOUN
त्याआधी,NOUN
अहिल्यानगरमधील,NOUN
आमदार,NOUN
संग्राम,NOUN
जगताप,NOUN
यांनी,NOUN
दिवाळीत,NOUN
धर्म,NOUN
बघून,NOUN
दुकानातून,NOUN
खरेदी,NOUN
करण्याचं,NOUN
आवाहन,NOUN
केलं,NOUN
आणि,NOUN
ते,PART
एकाएकी,NOUN
चर्चेत,NOUN
आले,VERB
अजित,NOUN
पवार,NOUN
यांच्या,PP
राष्ट्रवादी,NOUN
काँग्रेसमध्ये,PP
असूनही,NOUN
असं,NOUN
मुस्लीमद्वेषी,NOUN
विधान,NOUN
केल्यामुळे,NOUN
आता,NOUN
यशवंतराव,NOUN
चव्हाण,NOUN
यांचा,NOUN
वारसा,NOUN
सांगणारे,NOUN
उपमुख्यमंत्री,NOUN
अजित,NOUN
पवार,NOUN
काय,NOUN
बोलणार,NOUN
अशा,NOUN
अनुषंगाने,PP
इलेक्ट्रॉनिक,NOUN
माध्यमांवर,PP
चर्चा,NOUN
झडू,NOUN
लागल्या,NOUN
त्यांना,NOUN
तंबी,NOUN
दिली,VERB
गेली,VERB
आणि,NOUN
कारणे,NOUN
दाखवा,NOUN
नोटीस,NOUN
पाठवली,VERB
जाईल,NOUN
असं,NOUN
विधानही,NOUN
अजित,NOUN
पवार,NOUN
यांच्याकडून,NOUN
आलं,NOUN
पण,PART
दरम्यानच्या,PP
काळात,NOUN
या,PART
विधानामुळे,NOUN
आमदार,NOUN
जगताप,NOUN
यांना,NOUN
मिळाली,VERB
ती,PART
प्रसिद्धी,NOUN
त्यामुळे,NOUN
अशी,NOUN
विधानं,NOUN
प्रसिद्धीसाठी,PP
केली,VERB
जातात,VERB
असा,NOUN
मुद्दा,NOUN
ज्येष्ठ,NOUN
पत्रकार,NOUN
विजय,NOUN
चोरमारे,NOUN
यांनी,NOUN
बीबीसी,NOUN
मराठीशी,NOUN
बोलताना,NOUN
मांडला,PP
चोरमारे,NOUN
म्हणाले,VERB
की,PART
अशी,NOUN
मुस्लीमद्वेषी,NOUN
विधानं,NOUN
करणाऱ्या,NOUN
सगळ्या,NOUN
आमदारांमधला,PP
समान,NOUN
धागा,NOUN
एकच,NOUN
आहे,NOUN
तो,PART
म्हणजे,NOUN
राज्यात,NOUN
288,NUM
आमदार,NOUN
आहेत,NOUN
त्यातूनही,NOUN
आपल्याला,PP
लाईमलाईटमध्ये,PP
यायचं,NOUN
असेल,NOUN
तर,PART
फक्त,NOUN
आणि,NOUN
फक्त,NOUN
धार्मिक,NOUN
द्वेषाची,NOUN
भूमिका,NOUN
हीच,NOUN
आपल्याला,PP
सहाय्याची,NOUN
ठरू,NOUN
शकते,NOUN
असा,NOUN
आत्मविश्वास,NOUN
त्यांना,NOUN
आला,PP
आहे,NOUN
ज्येष्ठ,NOUN
पत्रकार,NOUN
राजेंद्र,NOUN
साठेदेखील,NOUN
हाच,NOUN
मुद्दा,NOUN
पुढे,NOUN
नेत,NOUN
म्हणाले,VERB
की,PART
अधिकाधिक,NOUN
आक्रमकरित्या,NOUN
बोललं,NOUN
तर,PART
माध्यमांचं,NOUN
लक्ष,NOUN
आपल्याकडे,PP
जातं,NOUN
प्रत्यक्ष,NOUN
लोकांमध्ये,PP
जाऊन,NOUN
काम,NOUN
करून,NOUN
प्रसिद्धी,NOUN
मिळायला,PP
जेवढे,NOUN
कष्ट,NOUN
लागतील,NOUN
त्यापेक्षा,NOUN
ही,PART
प्रसिद्धी,NOUN
अधिक,NOUN
स्वस्तातील,NOUN
आहे,NOUN
असं,NOUN
त्यांना,NOUN
वाटतं,NOUN
एखादं,NOUN
जरी,NOUN
असं,NOUN
वक्तव्य,NOUN
केलं,NOUN
तरी,NOUN
ही,PART
प्रसिद्धी,NOUN
मिळते,NOUN
असा,NOUN
आत्मविश्वास,NOUN
त्यांना,NOUN
आला,PP
आहे,NOUN
असं,NOUN
ते,PART
सांगतात,VERB
विजय,NOUN
चोरमारे,NOUN
यांच्या,PP
मते,NOUN
मुस्लीमद्वेषी,NOUN
भूमिका,NOUN
घेतल्यामुळे,NOUN
आपण,NOUN
राज्याचे,NOUN
हिरो,NOUN
बनतो,NOUN
असं,NOUN
त्यांना,NOUN
वाटतं,NOUN
अन्यथा,NOUN
एका,NOUN
मतदारसंघाबाहेर,NOUN
असं,NOUN
या,PART
आमदारांचं,NOUN
अस्तित्वच,NOUN
काय,NOUN
आहे,NOUN
पात्रता,NOUN
आणि,NOUN
योग्यता,NOUN
तरी,NOUN
काय,NOUN
आहे,NOUN
आमदार,NOUN
म्हणून,NOUN
असलेलं,NOUN
कर्तृत्व,NOUN
तरी,NOUN
काय,NOUN
आहे,NOUN
संग्राम,NOUN
जगताप,NOUN
किंवा,NOUN
संग्राम,NOUN
भंडारे,NOUN
या,PART
लोकांना,NOUN
महाराष्ट्रात,NOUN
याआधी,NOUN
कुठे,NOUN
ओळख,NOUN
होती,NOUN
असा,NOUN
सवाल,NOUN
राजेंद्र,NOUN
साठे,NOUN
उपस्थित,NOUN
करतात,VERB
ते,PART
सांगतात,VERB
की,PART
अधिकाधिक,NOUN
भडक,NOUN
बोलणाऱ्यांना,NOUN
अधिकाधिक,NOUN
प्रसिद्धी,NOUN
असं,NOUN
सध्या,NOUN
सुरू,NOUN
आहे,NOUN
या,PART
अशा,NOUN
वादंगानंतर,NOUN
उलट,NOUN
अधिक,NOUN
लोकांपर्यंत,NOUN
पोहोचता,NOUN
येतं,NOUN
असं,NOUN
त्यांना,NOUN
वाटतं,NOUN
मात्र,NOUN
या,PART
सगळ्याचा,NOUN
किती,NOUN
वाईट,NOUN
परिणाम,NOUN
होतो,NOUN
आणि,NOUN
सामाजिक,NOUN
सलोखा,NOUN
किती,NOUN
प्रदुषित,NOUN
होतो,NOUN
याचा,NOUN
विचार,NOUN
माध्यमांनी,NOUN
आणि,NOUN
विशेषत,NOUN
इलेक्ट्रॉनिक,NOUN
माध्यमांनी,NOUN
करायला,PP
हवा,NOUN
लोकमत,NOUN
चे,PART
माजी,NOUN
संपादक,NOUN
वसंत,NOUN
भोसलेही,NOUN
हाच,NOUN
मुद्दा,NOUN
अधोरेखित,NOUN
करताना,NOUN
म्हणाले,VERB
की,PART
पूर्वी,NOUN
अशा,NOUN
विधानांना,NOUN
सभ्यतेच्या,PP
कारणावरून,NOUN
विरोध,NOUN
व्हायचा,NOUN
तर,PART
तो,PART
आता,NOUN
होत,NOUN
नाही,NOUN
इलेक्ट्रॉनिक,NOUN
माध्यमंही,NOUN
अशा,NOUN
विधानांना,NOUN
प्रसिद्धी,NOUN
देतात,VERB
ते,PART
सांगतात,VERB
की,PART
सभ्यता,NOUN
आणि,NOUN
नैतिकता,NOUN
आता,NOUN
ठरवून,NOUN
हद्दपार,NOUN
करण्यात,NOUN
आलेली,VERB
आहे,NOUN
सार्वजनिक,NOUN
जीवनात,NOUN
धार्मिक,NOUN
उन्मादानं,NOUN
वा,PART
नुसता,NOUN
उन्मादानं,NOUN
वागणं,NOUN
हे,PART
आता,NOUN
सर्वमान्य,NOUN
झालेलं,NOUN
आहे,NOUN
त्यामुळे,NOUN
मग,PART
आता,NOUN
अशा,NOUN
भूमिका,NOUN
घेऊन,NOUN
काहीही,NOUN
बोलायचं,NOUN
आणि,NOUN
आपलं,NOUN
महत्त्व,NOUN
वाढवायचं,NOUN
असा,NOUN
सिलसिला,PP
सध्या,NOUN
सुरू,NOUN
आहे,NOUN
विजय,NOUN
चोरमारे,NOUN
यांनी,NOUN
प्रसिद्धीच्या,PP
या,PART
मुद्द्यासोबतच,NOUN
माध्यमांच्या,PP
नैतिकतेचाही,NOUN
प्रश्न,NOUN
उपस्थित,NOUN
केला,PP
ते,PART
म्हणतात,VERB
की,PART
पत्रकारितेत,NOUN
कुणाची,NOUN
पात्रता,NOUN
किती,NOUN
यावरून,NOUN
त्या,NOUN
व्यक्तीला,PP
किती,NOUN
जागा,NOUN
द्यायची,NOUN
याचा,NOUN
विचार,NOUN
आधी,NOUN
केला,PP
जायचा,NOUN
त्या,NOUN
व्यक्तीच्या,PP
लांबी,NOUN
रुंदी,NOUN
उंची,NOUN
नुसारच,NOUN
वृत्तपत्रातही,NOUN
त्या,NOUN
व्यक्तीसंदर्भातील,NOUN
बातमीची,NOUN
लांबी,NOUN
रुंदी,NOUN
उंची,NOUN
ठरवली,VERB
जायची,NOUN
इलेक्ट्रॉनिक,NOUN
मीडियाने,PP
ही,PART
नैतिकता,NOUN
कधीचीच,NOUN
सोडून,NOUN
दिल्याने,PP
समाजविघातक,NOUN
वक्तव्यांना,NOUN
सततची,NOUN
प्रसिद्धी,NOUN
मिळते,NOUN
आहे,NOUN
पूर्वीच्या,PP
सेक्यूलर,NOUN
पक्षातील,NOUN
नेते,NOUN
हिंदुत्ववादी,NOUN
कसे,NOUN
झाले,VERB
नितेश,NOUN
राणे,NOUN
सध्या,NOUN
भाजपचे,NOUN
आमदार,NOUN
असले,VERB
तरी,NOUN
ते,PART
आधी,NOUN
काँग्रेसमध्ये,PP
होते,NOUN
काँग्रेसमध्ये,PP
असताना,NOUN
हिंदूत्ववादी,NOUN
राजकारणावर,PP
ते,PART
आक्रमकपणे,NOUN
टीका,NOUN
करायचे,NOUN
तेव्हा,NOUN
राष्ट्रीय,NOUN
स्वयंसेवक,NOUN
संघावर,PP
जोरदार,NOUN
टीका,NOUN
करणारे,NOUN
नितेश,NOUN
राणे,NOUN
काही,NOUN
दिवसांपूर्वी,NOUN
संघाच्या,PP
स्थापना,NOUN
दिनाला,PP
स्वत,NOUN
च,PART
संघाच्या,PP
गणवेशात,NOUN
दिसून,NOUN
आले,VERB
ते,PART
सातत्याने,PP
मुस्लिमांविरोधात,NOUN
विधानं,NOUN
करताना,NOUN
दिसून,NOUN
येतात,VERB
बरेचदा,NOUN
त्यामुळं,NOUN
वादात,NOUN
अडकतात,VERB
नवनीत,NOUN
राणा,NOUN
सध्या,NOUN
खासदारकी,NOUN
गमावून,NOUN
बसलेल्या,NOUN
असल्या,NOUN
तरीही,NOUN
त्यांचा,NOUN
प्रवासदेखील,NOUN
असाच,NOUN
दिसून,NOUN
येतो,NOUN
सुरुवातीला,PP
धर्मनिरपेक्ष,NOUN
म्हणवल्या,NOUN
जाणाऱ्या,NOUN
पक्षांसोबत,NOUN
राजकारण,NOUN
सुरू,NOUN
केलं,NOUN
असलं,NOUN
तरी,NOUN
नंतर,NOUN
त्यांनीही,NOUN
अचानकच,NOUN
आक्रमक,NOUN
हिंदूत्वाची,NOUN
भूमिका,NOUN
घेतली,VERB
गोपिचंद,NOUN
पडळकरही,NOUN
वंचित,NOUN
बहुजन,NOUN
आघाडीतून,NOUN
आता,NOUN
भाजपच्या,PP
सावलीला,PP
आले,VERB
आहेत,NOUN
हिंदू,NOUN
महिला,PP
आणि,NOUN
मुलींनी,NOUN
जिममध्ये,PP
जाऊ,NOUN
नये,NOUN
तिथे,NOUN
ट्रेनर,NOUN
मुस्लीम,NOUN
आहेत,NOUN
का,PART
पाहा,NOUN
कारण,NOUN
ते,PART
हिंदू,NOUN
मुलींवर,PP
अन्याय,NOUN
करतात,VERB
असं,NOUN
एक,PART
वादग्रस्त,NOUN
विधान,NOUN
गोपिचंद,NOUN
पडळकरांनी,NOUN
नुकतंच,NOUN
केलेलं,NOUN
