token,pos
जातं,NOUN
1960च्या,PP
दशकात,NOUN
जॉर्ज,NOUN
मार्कोव्ह,NOUN
बल्गेरियातील,NOUN
एक,PART
प्रसिद्ध,NOUN
लेखक,NOUN
होते,NOUN
1969,NUM
मध्ये,PP
कम्युनिस्ट,NOUN
पक्षाकडून,NOUN
त्रास,NOUN
झाल्यामुळे,NOUN
ते,PART
लंडनमध्ये,PP
स्थायिक,NOUN
झाले,VERB
बीबीसीच्या,PP
बाह्य,NOUN
सेवेसाठीही,NOUN
त्यांनी,NOUN
काम,NOUN
केलं,NOUN
इतर,NOUN
संस्थांसाठी,PP
त्यांनी,NOUN
केलेल्या,NOUN
अहवालांमुळे,NOUN
कम्युनिस्ट,NOUN
शासक,NOUN
संतप्त,NOUN
झाले,VERB
आणि,NOUN
त्यांची,NOUN
हत्या,NOUN
करण्यात,NOUN
आली,VERB
एका,NOUN
अज्ञात,NOUN
व्यक्तीने,PP
छत्रीने,PP
त्यांच्यावर,PP
वार,NOUN
केला,PP
होता,NOUN
त्यांना,NOUN
मांडीमध्ये,PP
वेदना,NOUN
जाणवत,NOUN
होत्या,NOUN
रात्री,NOUN
त्यांना,NOUN
ताप,NOUN
झाला,PP
चार,NOUN
दिवसांनी,NOUN
त्यांचा,NOUN
मृत्यू,NOUN
झाला,PP
त्यावेळी,NOUN
त्यांच्या,PP
मृत्यूचं,NOUN
कारण,NOUN
समजलेलं,NOUN
नव्हतं,NOUN
तपासात,NOUN
असं,NOUN
समजलं,NOUN
की,PART
त्याच्या,PP
मृत्यूचे,NOUN
कारण,NOUN
रायसिनने,PP
भरलेली,VERB
खूप,NOUN
छोटी,NOUN
धातूची,NOUN
नळी,NOUN
किंवा,NOUN
गोळी,NOUN
पॅलेट,NOUN
होती,NOUN
या,PART
प्रकरणात,NOUN
बल्गेरिया,NOUN
आणि,NOUN
सोव्हिएत,NOUN
केजीबी,NOUN
यांचा,NOUN
सहभाग,NOUN
असल्याचे,NOUN
आरोप,NOUN
झाले,VERB
आहेत,NOUN
जगभरातील,NOUN
रायसिनची,NOUN
प्रकरणं,NOUN
पहिल्या,NOUN
महायुद्धाच्या,PP
काळापासूनच,NOUN
रायसिनचा,NOUN
उपयोग,NOUN
झाल्याच्या,PP
नोंदी,NOUN
आहेत,NOUN
जगभर,NOUN
अनेकवेळा,NOUN
लोकांना,NOUN
मारण्यासाठी,PP
किंवा,NOUN
हानी,NOUN
पोहोचवण्यासाठी,PP
रायसिन,NOUN
वापरायचे,NOUN
प्रयत्न,NOUN
झाले,VERB
जगभरातील,NOUN
पोलिसांनी,NOUN
असे,NOUN
अनेक,NOUN
कट,PART
वेळोवेळी,NOUN
उधळवून,NOUN
लावले,VERB
आहेत,NOUN
अमेरिकेत,NOUN
ओबामा,NOUN
ट्रम्प,NOUN
यांच्यासारख्या,NOUN
अनेक,NOUN
दिग्गज,NOUN
राजकीय,NOUN
नेत्यांना,NOUN
रायसिन,NOUN
पावडर,NOUN
पाठवण्यात,NOUN
आल्याच्या,PP
घटना,NOUN
घडल्या,NOUN
आहेत,NOUN
गुजरातप्रमाणेच,NOUN
2018,NUM
मध्ये,PP
जर्मनीतही,NOUN
पोलिसांनी,NOUN
रायसिन,NOUN
तयार,NOUN
करणाऱ्यांना,NOUN
पकडलं,NOUN
होतं,NOUN
जगभर,NOUN
अशा,NOUN
अनेक,NOUN
रायसिन,NOUN
प्रकरणांची,NOUN
नोंद,NOUN
आहे,NOUN
बीबीसीसाठी,PP
कलेक्टिव्ह,NOUN
न्यूजरूमचे,NOUN
प्रकाशन,NOUN
चोर,NOUN
पोलीस,NOUN
खेळण्याच्या,PP
बहाण्याने,PP
सासूला,PP
संपवलं,NOUN
डोकं,NOUN
चक्रावणारं,NOUN
प्रकरण,NOUN
आलं,NOUN
असं,NOUN
उघडकीस11,NOUN
नोव्हेंबर,NOUN
2025,NUM
पतीला,PP
मारुन,NOUN
स्वयंपाकघरात,NOUN
पुरलं,NOUN
दोन,NOUN
महिने,PP
तिथेच,NOUN
स्वयंपाक,NOUN
केला,PP
एक,PART
वर्षानंतर,NOUN
उघड,NOUN
झालं,NOUN
गूढ8,NOUN
नोव्हेंबर,NOUN
2025,NUM
पतीला,PP
मारुन,NOUN
स्वयंपाकघरात,NOUN
पुरलं,NOUN
दोन,NOUN
महिने,PP
तिथेच,NOUN
स्वयंपाक,NOUN
केला,PP
एक,PART
वर्षानंतर,NOUN
उघड,NOUN
झालं,NOUN
गूढ,NOUN
टिंडर,NOUN
डेटचा,NOUN
भयानक,NOUN
शेवट,NOUN
20,NUM
मिनिटांच्या,PP
त्या,NOUN
भेटीचा,NOUN
माझ्या,NOUN
आयुष्यावर,PP
इतका,NOUN
वाईट,NOUN
परिणाम,NOUN
झाला,PP
की,PART
8,NUM
नोव्हेंबर,NOUN
2025,NUM
टिंडर,NOUN
डेटचा,NOUN
भयानक,NOUN
शेवट,NOUN
20,NUM
मिनिटांच्या,PP
त्या,NOUN
भेटीचा,NOUN
माझ्या,NOUN
आयुष्यावर,PP
इतका,NOUN
वाईट,NOUN
परिणाम,NOUN
झाला,PP
की,PART
LIVE,NOUN
Live,NOUN
बिहार,NOUN
विधानसभा,NOUN
निकाल,NOUN
तुरुंगात,NOUN
असलेले,VERB
बाहुबली,VERB
नेते,NOUN
अनंत,NOUN
सिंह,NOUN
मोकामातून,NOUN
आघाडीवर,PP
तेजस्वी,NOUN
यादव,NOUN
क्रिकेटसाठी,PP
नववीतून,NOUN
शिक्षण,NOUN
सोडण्यापासून,NOUN
राजकीय,NOUN
मैदानात,NOUN
उतरण्यापर्यंत,NOUN
असा,NOUN
आहे,NOUN
प्रवास3,NOUN
तासांपूर्वी,NOUN
नितीश,NOUN
कुमार,NOUN
आधी,NOUN
सातच,NOUN
दिवस,NOUN
मग,PART
तब्बल,NOUN
19,NUM
वर्षे,NOUN
बिहारच्या,PP
मुख्यमंत्रिपदाचं,NOUN
गणित,NOUN
जुळवणारा,NOUN
नेता5,NOUN
तासांपूर्वी,NOUN
3,NUM
चोर,NOUN
पोलीस,NOUN
खेळण्याच्या,PP
बहाण्याने,PP
सासूला,PP
संपवलं,NOUN
डोकं,NOUN
चक्रावणारं,NOUN
प्रकरण,NOUN
आलं,NOUN
असं,NOUN
उघडकीस,NOUN
4जेवणातून,NOUN
चपाती,NOUN
भात,NOUN
पूर्णपणे,NOUN
बंद,NOUN
केले,VERB
तर,PART
काय,NOUN
फायदे,NOUN
होतात,VERB
या,PART
पदार्थांना,NOUN
पर्याय,NOUN
काय,NOUN
शेवटचा,NOUN
अपडेट,NOUN
6,NUM
ऑक्टोबर,NOUN
2022,NUM
5कर्जाचे,NOUN
हप्ते,NOUN
थकल्यावर,PP
बँकांचे,NOUN
वसुली,VERB
एजंट्स,NOUN
मागे,NOUN
लागत,NOUN
असतील,NOUN
तर,PART
ग्राहक,NOUN
म्हणून,NOUN
तुमचे,NOUN
अधिकार,NOUN
काय,NOUN
जाणून,NOUN
घ्या,NOUN
6जेव्हा,NOUN
नेहरू,NOUN
IFS,NOUN
ऑफिसरला,PP
स्विमिंग,NOUN
कॉस्च्यूममध्येच,NOUN
म्यानमारच्या,PP
PMच्या,PP
स्वागतासाठी,PP
घेऊन,NOUN
गेले,VERB
शेवटचा,NOUN
अपडेट,NOUN
18,NUM
नोव्हेंबर,NOUN
2022,NUM
7रुग्णालयातून,NOUN
घरी,NOUN
परतल्यावर,PP
अभिनेता,NOUN
गोविंदाने,PP
काय,NOUN
सांगितले,VERB
8गरम,NOUN
की,PART
थंड,NOUN
हिवाळ्यात,NOUN
कोणत्या,NOUN
पाण्यानं,NOUN
अंघोळ,NOUN
करणं,NOUN
जास्त,NOUN
चांगलं,NOUN
असतं,NOUN
9दिल्ली,VERB
बॉम्बस्फोटानंतर,NOUN
डॉक्टर,NOUN
प्राध्यापकाला,PP
अटक,NOUN
तपासाच्या,PP
केंद्रस्थानी,NOUN
आलेल्या,NOUN
विद्यापीठानं,NOUN
काय,NOUN
म्हटलं,NOUN
10जवाहरलाल,NOUN
नेहरू,NOUN
आधुनिक,NOUN
भारताचे,NOUN
शिल्पकार,NOUN
की,PART
आजच्या,PP
सर्व,NOUN
समस्यांना,NOUN
जबाबदार,NOUN
घरात,NOUN
बेशुद्ध,NOUN
होऊन,NOUN
पडल्यामुळे,NOUN
प्रसिद्ध,NOUN
अभिनेता,NOUN
गोविंदा,NOUN
याला,PP
11,NUM
नोव्हेंबर,NOUN
रोजी,NOUN
मुंबईतील,NOUN
जुहू,NOUN
या,PART
ठिकाणी,NOUN
असलेल्या,NOUN
क्रिटी,NOUN
केअर,NOUN
रुग्णालयात,NOUN
दाखल,NOUN
करण्यात,NOUN
आले,VERB
होते,NOUN
12,NUM
नोव्हेंबर,NOUN
रोजी,NOUN
गोविंदाला,PP
रुग्णालयातून,NOUN
सुटी,NOUN
देण्यात,NOUN
आल्यानंतर,NOUN
तो,PART
आता,NOUN
आपल्या,NOUN
घरी,NOUN
परतला,PP
आहे,NOUN
प्रत्येक,NOUN
परिस्थितीमध्ये,PP
आपले,VERB
चाहते,NOUN
आपल्या,NOUN
पाठीशी,NOUN
उभे,NOUN
राहिले,VERB
असे,NOUN
म्हणत,NOUN
गोविंदाने,PP
आपल्या,NOUN
चाहत्यांचे,NOUN
आभार,NOUN
मानले,VERB
आहेत,NOUN
अति,NOUN
व्यायामामुळे,NOUN
मला,PP
थकवा,NOUN
आला,PP
आणि,NOUN
मी,PART
घरात,NOUN
बेशुद्ध,NOUN
पडलो,NOUN
त्यानंतर,NOUN
मी,PART
रुग्णालयात,NOUN
जाण्याचा,NOUN
निर्णय,NOUN
घेतल्याचे,NOUN
गोविंदाने,PP
ANI,NOUN
या,PART
वृत्तसंस्थेला,PP
सांगितले,VERB
आगामी,NOUN
चित्रपटामध्ये,PP
फिट,NOUN
दिसण्यासाठी,PP
मी,PART
खूप,NOUN
मेहनत,NOUN
घेत,NOUN
होतो,NOUN
त्यातून,NOUN
हा,PART
थकवा,NOUN
आला,PP
असे,NOUN
गोविंदाने,PP
सांगितले,VERB
अनेक,NOUN
वर्षांपासून,NOUN
माझे,NOUN
चित्रपट,NOUN
आले,VERB
नाहीत,NOUN
तरी,NOUN
देखील,NOUN
माझ्याबद्दल,NOUN
माझ्या,NOUN
चाहत्यांना,NOUN
खूप,NOUN
प्रेम,NOUN
वाटते,NOUN
जसा,NOUN
आई,PART
वडिलांचा,NOUN
आशीर्वाद,NOUN
कमी,NOUN
होत,NOUN
नाही,NOUN
तसे,NOUN
कधी,NOUN
चाहत्यांचे,NOUN
देखील,NOUN
प्रेम,NOUN
कमी,NOUN
होत,NOUN
नाही,NOUN
असे,NOUN
म्हणत,NOUN
गोविंदाने,PP
आपल्या,NOUN
चाहत्यांचे,NOUN
आभार,NOUN
मानले,VERB
याआधी,NOUN
गोविंदाचे,NOUN
सहकारी,NOUN
आणि,NOUN
कायदेशीर,NOUN
सल्लागार,NOUN
लिगल,NOUN
अॅडव्हायझर,NOUN
ललित,NOUN
बिंदल,NOUN
यांनी,NOUN
गोविंदा,NOUN
यांना,NOUN
रुग्णालयात,NOUN
दाखल,NOUN
करण्यात,NOUN
आल्याचे,NOUN
सांगितले,VERB
होते,NOUN
या,PART
लेखात,NOUN
सोशल,NOUN
मीडियावरील,NOUN
वेबसाईट्सवरचा,NOUN
मजकुराचा,NOUN
समावेश,NOUN
आहे,NOUN
कुठलाही,NOUN
मजकूर,NOUN
अपलोड,NOUN
करण्यापूर्वी,NOUN
आम्ही,NOUN
तुमची,NOUN
परवानगी,NOUN
विचारतो,NOUN
कारण,NOUN
संबंधित,NOUN
वेबसाईट,NOUN
कुकीज,NOUN
तसंच,NOUN
अन्य,NOUN
तंत्रज्ञान,NOUN
वापरतं,NOUN
तुम्ही,NOUN
स्वीकारण्यापूर्वी,NOUN
सोशल,NOUN
मीडिया,NOUN
वेबसाईट्सची,NOUN
कुकीज,NOUN
तसंच,NOUN
गोपनीयतेसंदर्भातील,NOUN
धोरण,NOUN
वाचू,NOUN
शकता,NOUN
हा,PART
मजकूर,NOUN
पाहण्यासाठी,PP
स्वीकारा,NOUN
आणि,NOUN
पुढे,NOUN
सुरू,NOUN
ठेवा,NOUN
ललित,NOUN
यांनी,NOUN
बीबीसी,NOUN
हिंदीला,PP
सांगितलं,NOUN
की,PART
मंगळवारी,NOUN
11,NUM
नोव्हेंबर,NOUN
रात्री,NOUN
8,NUM
30च्या,PP
सुमारास,NOUN
गोविंदा,NOUN
राहत्या,NOUN
घरात,NOUN
बेशुद्ध,NOUN
पडला,PP
सुरुवातीला,PP
डॉक्टरांच्या,PP
सल्ल्यानुसार,NOUN
त्याला,PP
औषध,NOUN
देण्यात,NOUN
आलं,NOUN
मात्र,NOUN
नंतर,NOUN
त्याची,NOUN
प्रकृती,NOUN
आणखी,NOUN
ढासळली,VERB
असता,NOUN
मंगळवारी,NOUN
मध्यरात्री,NOUN
एकच्या,PP
सुमारास,NOUN
जुहूतील,NOUN
क्रिटी,NOUN
केअर,NOUN
रुग्णालयात,NOUN
दाखल,NOUN
करण्यात,NOUN
आलं,NOUN
होतं,NOUN
गोविंदाची,NOUN
प्रकृती,NOUN
आता,NOUN
स्थिर,NOUN
असल्याचं,NOUN
ललित,NOUN
यांनी,NOUN
सांगितलं,NOUN
होतं,NOUN
ललित,NOUN
यांनीच,NOUN
गोविंदाला,PP
रुग्णालयात,NOUN
दाखल,NOUN
केलं,NOUN
होतं,NOUN
सध्या,NOUN
गोविंदाची,NOUN
प्रकृती,NOUN
स्थिर,NOUN
असल्याचं,NOUN
त्यांनी,NOUN
सांगितलं,NOUN
सध्या,NOUN
गोविंदा,NOUN
डॉक्टरांच्या,PP
देखरेखीखाली,VERB
असून,NOUN
सर्व,NOUN
आवश्यक,NOUN
चाचण्या,NOUN
सुरू,NOUN
आहेत,NOUN
या,PART
चाचण्यांच्या,PP
निकालाच्या,PP
आधारे,NOUN
डॉक्टर,NOUN
त्याच्यावर,PP
पुढील,NOUN
उपचार,NOUN
करतील,NOUN
असंही,NOUN
ललित,NOUN
म्हणाले,VERB
दरम्यान,NOUN
गेल्या,NOUN
वर्षी,NOUN
पायाला,PP
गोळी,NOUN
लागल्यानंतर,NOUN
गोविंदाला,PP
याच,NOUN
क्रिटी,NOUN
केअर,NOUN
रुग्णालयात,NOUN
दाखल,NOUN
करण्यात,NOUN
आलं,NOUN
होतं,NOUN
हे,PART
रुग्णालय,NOUN
गोविंदाच्या,PP
जुहू,NOUN
येथील,NOUN
घरापासून,NOUN
अगदी,NOUN
जवळ,NOUN
आहे,NOUN
डॉक्टरांनी,NOUN
काय,NOUN
माहिती,NOUN
दिली,VERB
क्रिटी,NOUN
केअर,NOUN
रुग्णालयातील,NOUN
डॉक्टर,NOUN
दीपक,NOUN
नामजोशी,NOUN
यांनी,NOUN
गोविंदाच्या,PP
रुग्णालयात,NOUN
दाखल,NOUN
होण्याच्या,PP
वृत्ताला,PP
दुजोरा,NOUN
दिला,PP
नामजोशी,NOUN
म्हणाले,VERB
गोविंदाची,NOUN
प्रकृती,NOUN
सध्या,NOUN
स्थिर,NOUN
असून,NOUN
ते,PART
डॉक्टरांच्या,PP
देखरेखीखाली,VERB
आहे,NOUN
गोविंदाच्या,PP
वैद्यकीय,NOUN
चाचण्यांचे,NOUN
निकाल,NOUN
अद्याप,NOUN
आलेले,VERB
नाहीत,NOUN
पण,PART
सध्या,NOUN
त्याच्या,PP
प्रकृतीबद्दल,NOUN
काळजी,NOUN
करण्याची,NOUN
गरज,NOUN
नाही,NOUN
असंही,NOUN
डॉक्टरांनी,NOUN
सांगितलं,NOUN
दरम्यान,NOUN
परवा,NOUN
रात्री,NOUN
उशिरा,NOUN
गोविंदा,NOUN
स्वतः,NOUN
गाडी,NOUN
चालवून,NOUN
अभिनेता,NOUN
धर्मेंद्र,NOUN
यांना,NOUN
भेटायला,PP
ब्रीच,NOUN
कँडी,NOUN
रुग्णालयात,NOUN
गेला,PP
होता,NOUN
धर्मेंद्र,NOUN
यांची,NOUN
प्रकृती,NOUN
खालावल्यानंतर,NOUN
त्यांना,NOUN
ब्रीच,NOUN
कँडी,NOUN
रुग्णालयात,NOUN
उपचारार्थ,NOUN
दाखल,NOUN
करण्यात,NOUN
आलं,NOUN
होतं,NOUN
या,PART
कालावधीत,NOUN
चित्रपटसृष्टीतील,NOUN
अनेकजण,NOUN
ब्रीच,NOUN
कँडीमध्ये,PP
धर्मेंद्र,NOUN
यांना,NOUN
भेटायला,PP
गेले,VERB
होते,NOUN
गोविंदा,NOUN
देखील,NOUN
ब्रीच,NOUN
कँडीमध्ये,PP
धर्मेंद्र,NOUN
यांना,NOUN
भेटायला,PP
गेला,PP
होता,NOUN
गोविंदाचे,NOUN
सेक्रेटरी,NOUN
शशी,NOUN
सिन्हा,NOUN
बीबीसी,NOUN
हिंदीशी,NOUN
बोलताना,NOUN
म्हणाले,VERB
की,PART
काल,NOUN
दिवसभर,NOUN
घरी,NOUN
असताना,NOUN
गोविंदाला,PP
अस्वस्थ,NOUN
वाटत,NOUN
होतं,NOUN
आणि,NOUN
चक्कर,NOUN
येत,NOUN
होती,NOUN
त्यानंतर,NOUN
डॉक्टरांच्या,PP
सल्ल्यानुसार,NOUN
रात्री,NOUN
उशिरा,NOUN
गोविंदाने,PP
विविध,NOUN
तपासण्यांसाठी,PP
रुग्णालयात,NOUN
दाखल,NOUN
होण्याचा,NOUN
निर्णय,NOUN
घेतला,PP
गोविंदा,NOUN
त्याच्या,PP
जबरदस्त,NOUN
नृत्यकला,PP
आणि,NOUN
हसतमुख,NOUN
व्यक्तिमत्वासाठी,PP
ओळखला,PP
जातो,NOUN
त्याचा,NOUN
अभिनय,NOUN
आणि,NOUN
शैली,VERB
आजही,NOUN
चाहत्यांच्या,PP
मनावर,PP
छाप,NOUN
सोडते,NOUN
आपल्या,NOUN
अभिनयाने,PP
आणि,NOUN
नृत्यकौशल्याने,PP
गोविंदाने,PP
90,NUM
चा,PART
काळ,NOUN
गाजवलाय,NOUN
त्याचा,NOUN
कुली,VERB
नंबर,NOUN
1,NUM
हिरो,NOUN
नंबर,NOUN
1,NUM
साजन,NOUN
चले,VERB
ससुराल,NOUN
हसीना,NOUN
मान,NOUN
जाएगी,NOUN
हद,PART
करदी,NOUN
आपने,PP
आंटी,NOUN
नंबर,NOUN
1,NUM
जोडी,NOUN
नंबर,NOUN
1,NUM
बडे,NOUN
मिया,NOUN
छोटे,NOUN
मिया,NOUN
आदी,NOUN
चित्रपट,NOUN
आजही,NOUN
प्रेक्षकांच्या,PP
मनात,NOUN
घर,PART
करुन,NOUN
आहेत,NOUN
हे,PART
सर्व,NOUN
90,NUM
च्या,PP
दशकातील,NOUN
हिट,NOUN
चित्रपट,NOUN
होते,NOUN
गोविंदा,NOUN
त्या,NOUN
काळात,NOUN
बॉलीवूडचा,NOUN
हिट,NOUN
मशीन,NOUN
मानला,PP
जायचा,NOUN
गोविंदाच्या,PP
खासगी,NOUN
आयुष्याबद्दल,NOUN
सांगायचं,NOUN
झालं,NOUN
तर,PART
गोविंदाने,PP
करिअरच्या,PP
सुरुवातीलाच,NOUN
सुनीताबरोबर,NOUN
लव्ह,NOUN
मॅरिज,NOUN
केलं,NOUN
मात्र,NOUN
काहीकाळापर्यंत,NOUN
त्याने,PP
हे,PART
लग्न,NOUN
जगापुढे,NOUN
जाहीर,NOUN
केलं,NOUN
नव्हतं,NOUN
कारण,NOUN
करिअरच्या,PP
सुरुवातीच्या,PP
काळात,NOUN
अभिनेत्यांच्या,PP
लग्नाबाबत,NOUN
माहिती,NOUN
झाल्यास,NOUN
कदाचित,NOUN
त्यांची,NOUN
लोकप्रियता,NOUN
प्रभावित,NOUN
होऊ,NOUN
शकते,NOUN
असं,NOUN
मानलं,NOUN
जायचं,NOUN
मात्र,NOUN
या,PART
गोष्टीचा,NOUN
गोविंदाच्या,PP
लोकप्रियतेवर,PP
फार,NOUN
काही,NOUN
परिणाम,NOUN
झाला,PP
नाही,NOUN
एक,PART
काळ,NOUN
असा,NOUN
होता,NOUN
की,PART
गोविंदाचे,NOUN
वर्षातून,NOUN
8,NUM
ते,PART
9,NUM
चित्रपट,NOUN
प्रदर्शित,NOUN
होत,NOUN
असत,NOUN
आणि,NOUN
बॉक्स,NOUN
ऑफिसवर,PP
गाजतही,NOUN
असत,NOUN
गोविंदाची,NOUN
अद्भुत,NOUN
कॉमिक,NOUN
टायमिंग,NOUN
खास,NOUN
संवादशैली,VERB
आणि,NOUN
त्याच्यासाठी,PP
लिहिलेल्या,NOUN
पंच,NOUN
लाईन्स,NOUN
रंगीबेरंगी,NOUN
आणि,NOUN
चमकदार,NOUN
कपडे,NOUN
अद्भुत,NOUN
नृत्यशैली,VERB
हे,PART
सर्व,NOUN
बॉक्स,NOUN
ऑफिसवर,PP
धुमाकूळ,NOUN
घालण्यासाठी,PP
पुरेसे,NOUN
होते,NOUN
याच,NOUN
दमावर,PP
त्याने,PP
80,NUM
90,NUM
चा,PART
काळ,NOUN
गाजवला,PP
गोविंदा,NOUN
ना,PART
आमिर,NOUN
खानसारखा,NOUN
चॉकलेट,NOUN
हिरो,NOUN
होता,NOUN
ना,PART
त्याची,NOUN
सलमानसारखी,NOUN
बॉडी,NOUN
होती,NOUN
ना,PART
शाहरुखसारखी,NOUN
रोमँटिक,NOUN
इमेज,NOUN
होती,NOUN
ना,PART
त्याच्याकडे,PP
अक्षय,NOUN
कुमारसारखी,NOUN
अॅक्शन,NOUN
होती,NOUN
मात्र,NOUN
गोविंदाचा,NOUN
स्वतःचा,NOUN
वेगळा,NOUN
लूक,NOUN
आणि,NOUN
वेगळा,NOUN
स्वॅग,NOUN
होता,NOUN
आणि,NOUN
त्याने,PP
याच्याच,NOUN
बळावर,PP
स्वत,NOUN
ची,PART
ओळख,NOUN
निर्माण,NOUN
केली,VERB
गोविंदाची,NOUN
कॉमिक,NOUN
टायमिंग,NOUN
इतकी,NOUN
शार्प,NOUN
होती,NOUN
की,PART
1998,NUM
साली,VERB
बडे,NOUN
मियाँ,NOUN
छोटे,NOUN
मियाँ,NOUN
हा,PART
चित्रपट,NOUN
प्रदर्शित,NOUN
झाला,PP
तेव्हा,NOUN
अनेकांना,NOUN
वाटलं,NOUN
होतं,NOUN
की,PART
गोविंदाने,PP
अमिताभ,NOUN
बच्चनलाही,NOUN
मागे,NOUN
टाकलं,NOUN
आहे,NOUN
गोविंदा,NOUN
त्याच्या,PP
चित्रपट,NOUN
सेटवर,PP
नेहमी,NOUN
उशिरा,NOUN
येण्याच्या,PP
कारणासाठीही,NOUN
प्रसिद्ध,NOUN
आहे,NOUN
तो,PART
सेटवर,PP
कायम,NOUN
उशिरा,NOUN
यायचा,NOUN
आणि,NOUN
त्यामुळे,NOUN
अनेकदा,NOUN
दिग्दर्शकांना,NOUN
तासनतास,NOUN
त्याची,NOUN
वाट,NOUN
पाहावी,NOUN
लागायची,NOUN
अनेक,NOUN
दिग्दर्शकांनी,NOUN
गोविंदाच्या,PP
या,PART
सवयींबद्दलची,NOUN
बाब,NOUN
विविध,NOUN
मुलाखतींमधून,NOUN
मांडली,VERB
आहे,NOUN
धर्मेंद्र,NOUN
यांना,NOUN
हॉस्पिटलमधून,NOUN
घरी,NOUN
नेण्यात,NOUN
आलं,NOUN
डॉक्टरांनी,NOUN
त्यांच्या,PP
प्रकृतीबद्दल,NOUN
काय,NOUN
सांगितलं,NOUN
13,NUM
नोव्हेंबर,NOUN
2025,NUM
धर्मेंद्र,NOUN
यांना,NOUN
हॉस्पिटलमधून,NOUN
घरी,NOUN
नेण्यात,NOUN
आलं,NOUN
डॉक्टरांनी,NOUN
त्यांच्या,PP
प्रकृतीबद्दल,NOUN
काय,NOUN
सांगितलं,NOUN
गोविंदा,NOUN
विरोधात,NOUN
सुनीता,NOUN
आहुजा,NOUN
पोहोचल्या,NOUN
न्यायालयात,NOUN
काय,NOUN
आहे,NOUN
प्रकरण,NOUN
24,NUM
ऑगस्ट,NOUN
2025,NUM
गोविंदा,NOUN
विरोधात,NOUN
सुनीता,NOUN
आहुजा,NOUN
पोहोचल्या,NOUN
न्यायालयात,NOUN
काय,NOUN
आहे,NOUN
प्रकरण,NOUN
अभिनेता,NOUN
गोविंदाला,PP
स्वतःच्याच,NOUN
बंदुकीतून,NOUN
गोळी,NOUN
लागली,VERB
तेव्हा,NOUN
नेमकं,NOUN
काय,NOUN
घडलं,NOUN
3,NUM
ऑक्टोबर,NOUN
2024,NUM
अभिनेता,NOUN
गोविंदाला,PP
स्वतःच्याच,NOUN
बंदुकीतून,NOUN
गोळी,NOUN
लागली,VERB
तेव्हा,NOUN
नेमकं,NOUN
काय,NOUN
घडलं,NOUN
3जेवणातून,NOUN
चपाती,NOUN
भात,NOUN
पूर्णपणे,NOUN
बंद,NOUN
केले,VERB
तर,PART
काय,NOUN
फायदे,NOUN
होतात,VERB
या,PART
पदार्थांना,NOUN
पर्याय,NOUN
काय,NOUN
शेवटचा,NOUN
अपडेट,NOUN
6,NUM
ऑक्टोबर,NOUN
2022,NUM
4,NUM
चोर,NOUN
पोलीस,NOUN
खेळण्याच्या,PP
बहाण्याने,PP
सासूला,PP
संपवलं,NOUN
डोकं,NOUN
चक्रावणारं,NOUN
प्रकरण,NOUN
आलं,NOUN
असं,NOUN
उघडकीस,NOUN
Author,NOUN
विनायक,NOUN
होगाडेविनायक,NOUN
होगाडेRole,NOUN
बीबीसी,NOUN
मराठी,NOUN
प्रतिनिधी,NOUN
Author,NOUN
विनायक,NOUN
होगाडेविनायक,NOUN
होगाडे,NOUN
Role,NOUN
बीबीसी,NOUN
मराठी,NOUN
प्रतिनिधी,NOUN
धार्मिक,NOUN
विद्वेष,NOUN
सामाजिक,NOUN
सलोख्याला,PP
गालबोट,NOUN
धार्मिक,NOUN
उन्माद,NOUN
आणि,NOUN
चिथावणीखोर,NOUN
वक्तव्यांची,NOUN
सातत्यपूर्ण,NOUN
मालिका,NOUN
हा,PART
गेल्या,NOUN
काही,NOUN
महिन्यांत,NOUN
काही,NOUN
ठरावीक,NOUN
नेत्यांकडून,NOUN
दिसणारा,NOUN
पॅटर्न,NOUN
कधी,NOUN
नितेश,NOUN
राणे,NOUN
कधी,NOUN
गोपिचंद,NOUN
पडळकर,NOUN
कधी,NOUN
संग्राम,NOUN
जगताप,NOUN
तर,PART
कधी,NOUN
महेश,NOUN
लांडगे,NOUN
विधिमंडळात,NOUN
आमदार,NOUN
पदावर,PP
असणारे,NOUN
आणि,NOUN
संवैधानिक,NOUN
मूल्यांची,NOUN
शपथ,NOUN
घेतलेले,VERB
लोकप्रतिनिधीच,NOUN
अशी,NOUN
विधानं,NOUN
सातत्याने,PP
करताना,NOUN
दिसत,NOUN
आहेत,NOUN
याआधी,NOUN
सेक्यूलर,NOUN
पक्षात,NOUN
असणारे,NOUN
नितेश,NOUN
राणे,NOUN
आता,NOUN
कट्टर,NOUN
हिंदूत्वाची,NOUN
शाल,NOUN
पांघरून,NOUN
वावरताना,NOUN
दिसतात,VERB
तर,PART
अजित,NOUN
पवार,NOUN
यांच्या,PP
राष्ट्रवादीत,NOUN
असूनही,NOUN
संग्राम,NOUN
जगताप,NOUN
मुस्लीमविरोधी,NOUN
वक्तव्यं,NOUN
करताना,NOUN
दिसतात,VERB
असं,NOUN
का,PART
घडतंय,NOUN
प्रसिद्धी,NOUN
मिळवण्यासाठी,PP
अशी,NOUN
वक्तव्यं,NOUN
केली,VERB
जात,NOUN
आहेत,NOUN
का,PART
की,PART
महायुतीच्या,PP
सत्तेत,NOUN
महत्त्व,NOUN
मिळवण्यासाठी,PP
हा,PART
एक,PART
राजमार्ग,NOUN
झाला,PP
आहे,NOUN
